link,title,date time,desc,content
https://www.moneycontrol.com/news/business/foxconn-cancels-first-shift-on-today-at-indian-iphone-facility-after-extreme-weath-11856711.html,Foxconn cancels first shift on today at Indian iPhone facility after extreme weather,"December 05, 2023 12:32 PM IST","Foxconn's operations in the facility near the south Indian city of Chennai were likely to resume after the first shift, the sources said.","Taiwan's Foxconn has cancelled the first shift on Tuesday at its Indian facility that makes Apple iPhones following weather disruptions, two sources familiar with the matter said.Foxconn's operations in the facility near the south Indian city of Chennai were likely to resume after the first shift, the sources said.Foxconn and Pegatron had on Monday halted production of iPhones at their factories near Chennai because of heavy rain as a severe cyclone neared, Reuters had reported.Foxconn and Apple did not immediately respond to Reuters' request for comment."
https://www.moneycontrol.com/news/business/leadership-shift-at-max-life-insurance-as-analjit-singh-steps-down-rajiv-anand-takes-over-11856201.html,"Leadership shift at Max Life Insurance as Analjit Singh steps down, Rajiv Anand takes over","December 05, 2023 10:46 AM IST","Analjit Singh's decision to step down was communicated through a resignation letter, and the Board of Directors of Max Life took note of his departure during a meeting on the same day, according to a stock exchange filing.","Max Financial Services Ltd (MFSL) on Monday (December 4) said Chairman Analjit Singh has formally resigned from his position, effective end of the day on Monday, December 4.Max Financial Services is the holding firm for Max Life Insurance Company.Singh's decision to step down was communicated through a resignation letter, and the Board of Directors of Max Life took note of his departure during a meeting on the same day, according to a stock exchange filing.Following Singh's resignation, the board approved the appointment of Rajiv Anand as the new chairman effective from December 5. Anand, a non-executive director of Max Life, had been nominated by Axis Bank Ltd.""As the promoter of Max Financial Services and Max Life Insurance Company, it has been most fulfilling and rewarding to be an integral part of the start-up and witnessing the Company's achievements and growth over the last 23 to 24 years,"" Singh said in his resignation letter to the board members.""I am grateful to Axis Bank to have asked me to continue, though, I am of the view that the natural time has now come. I am also mindful of their equity stake in Max Life and ability to be the most powerful driver of business as the Company's leading Bancassurance partner,"" Singh said.""I must also take this opportunity to convey my immense gratitude to New York Life and Tony Singh as the true structural architects that, built the foundation of our Life Insurance Company. And succeeding New York Life, I am grateful to Mitsui Sumitomo for being outstanding partners,"" he added.Shares of Max Financial Services Ltd ended at Rs 1,025.00, up by Rs 4.25, or 0.42% on the BSE."
https://www.moneycontrol.com/news/world/adani-green-seals-1-36-billion-funding-11855791.html,Adani Green seals $1.36 billion funding,"December 05, 2023 12:31 PM IST","Adani Green Energy said on Tuesday it received a follow-on funding of $1.36 billion via senior debt facility, boosting its construction financing framework - which is backed by a consortium of international banks - to $3 billion.","Adani Green Energy (AGEL) has received a follow-on funding of $1.36 billion via senior debt facility, boosting its construction financing framework - which is backed by a consortium of international banks - to $3 billion, the company announced on December 5.Vneet S Jaain, MD, AGEL, said the extension of the construction financing framework to $3 billion is a historic landmark and will boost the development of Khavda site which is poised to become the world’s largest renewable energy park with a generation capacity of 17 GW.The definitive agreements have been executed with eight leading international banks, which are all returning lenders and instrumental in establishing AGEL’s construction financing framework since March 2021. The green loan facility has been extended by consortium of lenders which include– BNP Paribas, Coöperatieve Rabobank U.A., DBS Bank Ltd, Intesa Sanpaolo S.p.A., MUFG Bank, Ltd., Societe Generale, Standard Chartered Bank and Sumitomo Mitsui Banking Corporation.Amit Singh, CEO, AGEL, said the company is committed to deliver low-cost green electrons by leveraging technology, accelerating digital transformation, and continued focus on development and operational excellence. ""We are committed to expand our renewable power capacity to 45 GW by 2030 underscoring our dedication to mitigate climate change risks,"" he said.Adani Green Energy Limited (AGEL) is India’s largest renewable energy solutions partner. AGEL develops, owns, and operates utility-scale grid- connected solar, wind and hybrid renewable power plants. With a locked-in growth trajectory up to 20.4 Gigawatt (GW), AGEL currently has an operating renewable portfolio of 8.4 GW, the largest in India, spread across 12 states, offsetting over 41 million tonnes of CO2 emissions cumulatively."
https://www.moneycontrol.com/news/world/us-examined-hindenburg-allegations-before-giving-loan-to-adani-11855741.html,US examined Hindenburg allegations before giving loan to Adani,"December 05, 2023 09:05 AM IST","Allegations in a scathing report by US-based Hindenburg Research, which erased around $100 billion from the Adani Group’s market value earlier this year, were front and center as the International Development Finance Corp., or DFC, conducted a due diligence investigation of the conglomerate, an official from the US agency told Bloomberg.","The US government concluded that short-seller Hindenburg Research’s allegations of corporate fraud against Indian billionaire Gautam Adani weren’t relevant before extending his conglomerate as much as $553 million for a container terminal in Sri Lanka, a senior US official said.Allegations in a scathing report by US-based Hindenburg Research, which erased around $100 billion from the Adani Group’s market value earlier this year, were front and center as the International Development Finance Corp., or DFC, conducted a due diligence investigation of the conglomerate, an official from the US agency told Bloomberg.The DFC was satisfied that the accusations in the short-seller’s report, which said Adani was pulling off “the largest con in corporate history,” weren’t applicable to Adani Ports & Special Economic Zone Ltd., the subsidiary spearheading the Sri Lankan project, the DFC official said, declining to be named to detail the negotiations.The US agency will also continue to monitor the Indian firm to ensure the US government doesn’t unintentionally support financial misconduct or other inappropriate behavior, the official said, noting that it’s critical that the US approaches infrastructure projects differently than China.The Sri Lankan port deal involving Adani marks one of the biggest and most prominent US government-backed infrastructure projects in Asia. It comes after years of American efforts to counter growing Chinese influence in the region as a result of President Xi Jinping’s Belt and Road Initiative to build infrastructure around the globe.The Adani Group has denied the allegations featured in the Hindenburg report, including stock-price manipulation. Formal regulatory inquiries and court hearings into the issue in India haven’t uncovered any wrongdoing. Adani stocks have rallied of late, and Adani Ports and Special Economic Zone Ltd. has gained 7.4% so far this year.The Adani Group, which has attracted controversy for its giant Australia coal mine and for the billionaire’s perceived closeness with Indian Prime Minister Narendra Modi, has touted the DFC’s investment as a vote of confidence following the Hindenburg allegations.“We see this as a reaffirmation by the international community of our vision, our capabilities and our governance,” Karan Adani, the tycoon’s son and chief executive officer at Adani Ports, told reporters in Colombo when the deal was announced."
https://www.moneycontrol.com/news/business/adanis-clean-power-arm-to-invest-22-billion-toward-2030-goal-11854911.html,Adani’s clean power arm to invest $22 billion towards 2030 goal,"December 05, 2023 08:57 AM IST","Focusing on the Indian market before exploring foreign expansion is both in the “national interest and economic interest” for the company, Chief Executive Officer Amit Singh told Bloomberg Television at the United Nations COP28 climate summit in Dubai on Monday.","Adani Green Energy Ltd., India’s largest renewable power producer, will invest an additional $22 billion to expand capacity by more than five times by 2030, counting on the country’s steadily growing electricity demand.Focusing on the Indian market before exploring foreign expansion is both in the “national interest and economic interest” for the company, Chief Executive Officer Amit Singh told Bloomberg Television at the United Nations COP28 climate summit in Dubai on Monday.India’s electricity demand is growing 7% annually, dwarfing expansion in other economies, the CEO said. The steep climb led the government to mandate the addition of both renewable and thermal capacity to prevent blackouts.Billionaire Gautam Adani’s clean energy unit saw its installed capacity more than double in the past two years, with profits riding on the expansion. That helped win back investors’ confidence after the tycoon’s wider group faced allegations of stock price manipulation and accounting fraud by a U.S. short seller in January, charges the group has vehemently denied.India, which currently gets nearly 70% of its electricity from coal, is seeking to reduce its reliance on the fuel by reaching 500 gigawatt of clean capacity by 2030. The goal is being championed by the country’s business tycoons, including Adani, Mukesh Ambani and other state-run energy enterprises.The nation’s dependence on fossil fuels casts shadow over its ability to meet its carbon neutrality target by 2070.Adani Green plans to spend $4.5 billion and add 8 gigawatt of installed capacity over the two years through March 2025, eventually reaching 45 gigawatt by the end of this decade.To get to that target, merely maintaining the current installation pace won’t be enough, Singh said. “We need to up the ante and increase our pace of installation,” he said."
https://www.moneycontrol.com/news/business/lt-finance-holdings-completes-merger-of-subsidiaries-with-itself-11852391.html,L&T Finance Holdings completes merger of subsidiaries with itself,"December 04, 2023 04:16 PM IST","With this merger, all the lending businesses will be housed under one entity i.e., LTFH, with it becoming the equity listed operating lending entity, the non-banking finance company, which offers a range of products and services under the L&T Finance brand, said in a release.","L&T Finance Holdings (LTFH) on Monday announced the completion of merger of subsidiaries, L&T Finance (LTF), L&T Infra Credit (LTICL), and L&T Mutual Fund Trustee, with itself.With this merger, all the lending businesses will be housed under one entity i.e., LTFH, with it becoming the equity listed operating lending entity, the non-banking finance company, which offers a range of products and services under the L&T Finance brand, said in a release.The respective boards of the said companies had approved the merger proposal in January 2023 and the process was completed post requisite approvals from shareholders, creditors, and regulatory/ statutory authorities - Reserve Bank of India (RBI), National Company Law Tribunal (NCLT), Securities and Exchange Board of India (SEBI), and stock exchanges.Dinanath Dubhashi, Managing Director & CEO, LTFH, said the merger has been completed before the envisaged time with all the necessary approvals in place.""This merger is amongst the key strategic initiatives undertaken by us in line with the 'Right Structure' strategy that our Company has been implementing over the last seven years; with the number of NBFCs reducing from 8 to 1,"" he said.He further said the decision to merge two lending entities with the same NBFC Investment & Credit Company registrations and one non-operating entity with LTFH was taken after carefully considering market dynamics, internal synergies, and a vision for sustained growth.""With the merger, we believe we will be able to unlock newer avenues for growth, innovation, and long-term success. All these benefits would lead to superior governance that would create sustainable value for all stakeholders,"" Dubhashi added.LTFH said the key benefits of the merger include astute liability management, ability to provide enhanced return to shareholders, seamless compliance and adherence to RBI scale based regulations, and operational efficiency."
https://www.moneycontrol.com/news/business/allen-career-institute-acquires-edtech-firm-doubtnut-for-rs-83-crore-11852301.html,Allen Career Institute acquires edtech firm Doubtnut for Rs 83 crore,"December 04, 2023 04:16 PM IST","According to sources, Allen has acquired Doubtnut for USD 10 million or about Rs 83 crore.","Test preparatory firm Allen Career Institute has completed acquisition of AI-led doubts solving platform, Doubtnut, the company said on Monday.According to sources, Allen has acquired Doubtnut for USD 10 million or about Rs 83 crore.""Doubtnut team to join ALLEN to build a world-class doubts platform of the future. This strategic move reflects ALLEN's commitment to building technology led learning solutions focused on improving students' learning outcomes,"" Allen said in a statement.Post the acquisition, Doubtnut's team will continue their focus on building doubts resolution experience for students of Allen and Doubtnut, the statement said.""Doubtnut's platform will allow us to greatly enhance the learning experience for our students. We are also excited by the prospects of offering ALLEN's high-quality academic products to a wider audience,"" Allen CEO Nitin Kukreja said.Doubtnut has a monthly reach of 32 million students across digital apps, websites and YouTube channels.Allen will bring its curriculum and academic offerings to Doubtnut's student base and cater to their needs, the statement said.""Doubtnut's mission is to bring education to every student across India using technology and high-quality content. We resonate with Allen's vision of creating technology products that are focused on improving learning outcomes,""Doubtnut Co-founder Aditya Shankar said."
https://www.moneycontrol.com/news/business/inox-wind-energy-infuses-rs-800-crore-in-arm-inox-wind-11851971.html,Inox Wind Energy infuses Rs 800 crore in arm Inox Wind,"December 04, 2023 02:49 PM IST",IWEL had earlier raised Rs 800 crore through sale of equity shares of Inox Wind through block deals on the stock exchanges.,"Inox Wind Energy Ltd (IWEL) on Monday said it has infused Rs 800 crore into Inox Wind Limited (IWL) and the subsidiary company will utilise the amount to clear a portion of its outstanding debt.IWEL had earlier raised Rs 800 crore through sale of equity shares of Inox Wind through block deals on the stock exchanges.""Inox Wind Energy Limited completes infusion of Rs 800 crore into Inox Wind Ltd. The funds received will be utilized to repay IWL's existing debt,"" IWEL in a regulatory filing on Monday.""For this cash consideration of Rs 800 crore, Inox Wind has allotted 0.01 per cent non convertible redeemable preference shares (NCRPS) of Rs 10 each to IWEL,"" a separate statement said.Kailash Tarachandani, the CEO of Inox Wind said the recent round of fundraising by IWL's promoter and the subsequent capital infusion into IWL is a significant step towards the company's aim of becoming a net-debt free company.INOXGFL Group is operating across two key verticals -- chemicals and renewable energy. It has four listed entities namely Gujarat Fluorochemicals Limited (GFL), Inox Wind Limited, Inox Green Energy Services Limited, and Inox Wind Energy Limited."
https://www.moneycontrol.com/news/business/kalpataru-projects-international-secures-orders-worth-rs-2263-crore-in-india-overseas-markets-11851521.html,"Kalpataru Projects International secures orders worth Rs 2,263 crore in India, overseas markets","December 04, 2023 01:57 PM IST","The company's transmission and distribution (T&D) business has secured orders totalling Rs 1,564 crore in India and overseas markets, KPIL said in an exchange filing.","Kalpataru Projects International Limited (KPIL) on Monday announced bagging new orders worth Rs 2,263 crore in the domestic and overseas markets.The company's transmission and distribution (T&D) business has secured orders totalling Rs 1,564 crore in India and overseas markets, KPIL said in an exchange filing.Water and buildings and factories businesses have bagged orders worth Rs 458 crore and 241 crore, respectively. KPIL and its international subsidiaries have secured new orders/notification of awards of Rs 2,263 crore, the filing said.Manish Mohnot, MD & CEO, KPIL, said, ""These T&D orders have strengthened our order book in India, Latin America, Africa and Sweden. We continue to focus on strategic orders wins within our B&F and water business with a focus to improve our market presence and deliver sustainable growth in these businesses."" The company's current order inflows stand at Rs 14,441 crore, he said.""The T&D business continues to witness strong traction in terms of both order inflows and tender pipeline. We expect the T&D business to be significant growth driver for KPIL in coming years,"" Mohnot said.Kalpataru Projects International Limited is one of the largest specialized EPC (engineering, procurement and construction) companies engaged in power transmission and distribution, buildings and factories, water supply and irrigation, railways, oil and gas pipelines, urban mobility (flyovers and metro rail), highways and airports.KPIL is currently executing projects in over 30 countries and has footprints in over 70 countries."
https://www.moneycontrol.com/news/business/sepc-bags-order-worth-rs-428-crore-from-jharkhand-govt-11851381.html,SEPC bags order worth Rs 428 crore from Jharkhand govt,"December 04, 2023 02:49 PM IST",The project has been awarded by the Drinking Water and Sanitation Department of the Jharkhand government.,"Construction and engineering company SEPC Ltd, formerly known as Shriram EPC Ltd, on Monday said it has bagged a contract worth Rs 427.9 from the government of Jharkhand.The project has been awarded by the Drinking Water and Sanitation Department of the Jharkhand government.The order pertains to ""construction of intake well...on turnkey basis"", the company said in a BSE filing.The project is to be executed in 27 months from the date of agreement, excluding three months of trial run, and thereafter five years of operation and maintenance, the filing SAID.SEPC provides turnkey solutions in various business segments like water infrastructure and mining and mineral processing."
https://www.moneycontrol.com/news/business/j-kumar-infra-bags-construction-order-worth-rs-379-crore-11851401.html,J Kumar Infra bags construction order worth Rs 379 crore,"December 04, 2023 02:12 PM IST",The project pertains to the construction of a flyover.,"J Kumar Infraprojects Ltd on Monday said that it has bagged a construction order worth Rs 378.7 crore. The project pertains to the construction of a flyover.""The company is in receipt of Letter of Acceptance...for the project...design and construction of the flyover (Missing Links) from Link Road, Andheri (West) to Poonam Nagar (JVLR) adjacent to the alignment of Metro Line - 6 of Mumbai Metro Rail Project of MMRDA from Mumbai Metropolitan Region Development Authority,"" the company said in a filing to BSE.The project is to be completed within a period of 30 months, the filing said.JKIL is into construction of urban infra projects including metros, flyovers and bridges. It is focused on engineering, procurement and construction projects, having foothold in various sectors like urban infrastructure, transportation and civil construction."
https://www.moneycontrol.com/news/business/japans-tdk-corp-to-manufacture-iphone-battery-cells-in-india-minister-11851371.html,Japan's TDK Corp to manufacture iPhone battery cells in India: Minister,"December 04, 2023 01:56 PM IST",Apple has been touting India as its next big growth driver as it looks to move some production away from China.,"Japanese electronic parts maker TDK Corp will manufacture lithium ion (li-ion) battery cells for Apple iPhones in India, a minister said on Monday.Apple has been touting India as its next big growth driver as it looks to move some production away from China.It began assembling iPhones in the country in 2017 through Wistron and later Foxconn, and has a total of 14 suppliers in India.TDK will set up a manufacturing facility in the northern state of Haryana, creating around 1,000 new jobs, Deputy Minister for Information Technology Rajeev Chandrasekhar said on social media platform X, formerly known as Twitter.The news was first reported by Business Standard on Sunday.Cells manufactured at the facility will be supplied to Apple's li-ion battery assembler Sunwoda Electronics, the report added.Apple and TDK Corp did not immediately reply to Reuters' request for comment."
https://www.moneycontrol.com/news/business/moneycontrol-research/ultratech-cements-market-leadership-with-kesoram-acquisition-11850151.html,UltraTech cements market leadership with Kesoram acquisition,"December 04, 2023 09:58 AM IST","Capacity expansion, better internal execution, and an extensive distribution network are driving market share gains","                        Highlights:

	Acquisition gives control of 10.75MT capacity in the south
	Deal valued at an EV/tonne of $85 
	Large players have been very active in the M&A space 
	Move in line with UltraTech’s long-term goal of 200 MT capacity 
	Stock of Kesoram Industries has nearly doubled since October-end
	UltraTech trades at hefty valuation premium

Ultratech, the largest cement player in the domestic market, has announced the acquisition of the cement assets of Kesoram Industries, the flagship company of BK Birla Group, for an enterprise...
                    "
https://www.moneycontrol.com/news/business/pepe-jeans-aims-rs-2000-crore-sales-in-the-next-3-years-to-add-over-100-stores-11847311.html,"Pepe Jeans aims Rs 2,000 crore sales in the next 3 years, to add over 100 stores","December 03, 2023 04:05 PM IST","Pepe Jeans London, owned by Spanish global fashion group AWWG, is ""very buoyant"" for the Indian market, and aims to grow at 18-20 per cent compound annual growth rate (CAGR) in the next three to five years, Kapoor told PTI.","Denim brand Pepe Jeans London is aiming for sales of around Rs 2,000 crore from the Indian market and plans to expand its retail network by adding over 100 stores in the next three years, its India MD and CEO Manish Kapoor said.Pepe Jeans London, owned by Spanish global fashion group AWWG, is ""very buoyant"" for the Indian market, and aims to grow at 18-20 per cent compound annual growth rate (CAGR) in the next three to five years, Kapoor told PTI.As part of the strategy, Pepe Jeans is now focusing on the expansion of its network of brand stores and fast-growing e-commerce channels.Pepe Jeans expects 55 per cent of its business to come directly by selling to consumers from its own sales channels. Over Pepe Jeans' expansion plans, Kapoor told PTI, ""We will add 100 odd stores in the next three years and in terms of a turnover, we are looking at a CAGR growth of 18 to 20 per cent. So we should be almost around Rs 2,000 crore of consumer sales in three years.""When asked about sales numbers, Kapoor said: ""If I look at business in India, last year on a consumer sales revenue we did close to Rs 1,200 crore and book revenue of Rs 562 crore.We grew almost 55 per cent as compared to the previous year."" But more importantly, Pepe Jeans grew almost 42 per cent, as compared to the pre-COVID numbers, he added.According to Kapoor, in the last two to three years, Pepe Jeans has become a consumer-centric company and is focusing on trends and the digital side of the business. ""We have a very clear focus in terms of direct-to-consumer sales. So whether it is through online or through stores, retail and e-commerce are going to be our biggest focus,"" he said.Kapoor said Pepe Jeans London is getting a ""bigger proportion"" of its growth coming from small tier II & III markets, amid rising disposable income, exposure to information related to trends for current brands helped by increasing internet penetration etc. ""Today the aspirations of these consumers (tier II & III) are similar to a consumer of a metro city.""These guys have similar sort of disposable incomes and are willing to buy. e-commerce as a platform has provided us an opportunity where we can reach out to consumers or even cities which are like one lakh sort of population. So, accessibility has also become easier,"" he added.Currently, the top eight cities contribute to around 58 per cent of the Pepe Jeans business and the rest 42 per cent comes from tier II and below markets.In the premium denim space, Pepe Jeans London is the second leading brand in the segment. The premium denim space is led by US-based jeans manufacturing brand Levi's. Pepe Jeans London also owns brands such as Hackett and Faonnable. It is also the licensed distributor for Tommy Hilfiger and Calvin Klein in Spain and Portugal.The brand Pepe Jeans London has been present in India since 1988."
https://www.moneycontrol.com/news/business/karur-vysya-bank-opens-three-new-branches-in-tamil-nadu-one-in-karnataka-11847251.html,"Karur Vysya Bank opens three new branches in Tamil Nadu, one in Karnataka","December 03, 2023 03:18 PM IST","The Tamil Nadu-based bank recently inaugurated one branch in Bengaluru apart from one each in Vellore, Thiruvennainallur and Marakkanam in the state.","Private sector Karur Vysya Bank inaugurated four branches in south India to strengthen its footprint across the country, an official statement said on Sunday, adding that this expands their network to 831 branches across India.The Tamil Nadu-based bank recently inaugurated one branch in Bengaluru apart from one each in Vellore, Thiruvennainallur and Marakkanam in the state.As of September 30 this year, the bank's total business was Rs 1.53 lakh crore, net profit was Rs 737 crore and net Non-Performing Assets (NPA) were at 0.47 per cent, the release said.The bank said it has built its financials focusing on three pillars of growth, profitability and asset quality."
https://www.moneycontrol.com/news/business/lic-intends-to-set-up-office-in-gift-city-during-this-financial-year-11847151.html,LIC intends to set up office in GIFT City during this financial year,"December 03, 2023 02:58 PM IST",LIC's presence in the Gujarat International Finance Tec (GIFT) City-International Financial Services Centre (IFSC) will enable the company to expand its global business.,"Life Insurance Corporation (LIC) is planning to open office in GIFT International Financial Services Centre Gandhinagar (Gujarat) during the current fiscal to further its overseas business.LIC's presence in the Gujarat International Finance Tec (GIFT) City-International Financial Services Centre (IFSC) will enable the company to expand its global business.''We are going to open our branch very soon in the GIFT City. It should happen during the current financial year itself. This will enhance our foreign operations,'' LIC Chairman Siddhartha Mohanty told PTI in an interview.He said LIC has presence in 14 countries through branch offices, subsidiaries and joint ventures.The Corporation directly operates through its branch offices in Fiji (Suva and Lautoka), Mauritius (Port Louis) and United Kingdom (Watford).Besides, it has subsidiaries in Life Insurance Corporation (International) Bahrain, Life Insurance Corporation (Nepal) Ltd, Life Insurance Corporation (Lanka) Ltd, Life Insurance Corporation (LIC) of Bangladesh Ltd.It also has a foreign wholly-owned subsidiary -- Life Insurance Corporation (Singapore) Pte Ltd.Asked about the plans with regard to foreign operations, Mohanty said, the idea is to consolidate and strengthen those operations so that they generate greater return for the Corporation.As part of its digital transformation exercise, insurance behemoth is exploring the possibility of setting up a fintech unit.LIC has initiated a total digital transformation project DIVE (Digital Innovation and Value Enhancement) and appointed a consultant to steer the project, he said.''Our objective is to get best-in-class digital initiatives for all our stakeholders, customers, intermediaries, marketing people and everybody through the project DIVE,'' he said.In the first phase, the customer acquisition part is going to be transformed, he said.Customer acquisition is done through three modes -- agent, bancassurance and direct sale. LIC gets most of its new customers through its agents.Subsequently, other areas would see the transformation, he said, adding that services like claims settlement, loans and others will be made available at the click of a button.''Customers need not come to the office. Sitting at home on his mobile he can access our required services...We are focussing on fintech as well and will harness its potential in expanding business,'' he said.LIC is also exploring options of having its own fintech arm that can be developed as a business model, he added."
https://www.moneycontrol.com/news/business/park-expects-to-turn-profitable-in-march-2024-quarter-double-revenue-to-rs-200-crore-11846761.html,"Park+ expects to turn profitable in March 2024 quarter, double revenue to Rs 200 crore","December 03, 2023 01:39 PM IST",Park+ Founder and CEO Amit Lakhotia said that the company at present has operations in about 30 cities and plans to expand to over 100 cities by 2024.,"Car care services start-up Park+ expects to turn profitable by the January-March 2024 quarter and close the current fiscal with over Rs 200 crore, a senior company official said.Park+ Founder and CEO Amit Lakhotia said that the company at present has operations in about 30 cities and plans to expand to over 100 cities by 2024.The Epiq Capital backed company has raised USD 55 million till date to fund its operation which is sufficient for the company to fund operations as well as planned expansion.""We want every service related to cars and car owners to be available on our platform. We are providing parking, car cleaning and repair services etc through the app. Roughly every 4th car in India is on Park+. We expect to turn profitable by the January-March 2024 quarter,"" Lakhotia said.He said that Park+ has services now available at over 7,000 locations in 30 cities and there is no user acquisition cost now for the company. ""We expect to post revenue of Rs 200 crore this fiscal. We expect next financial year to be the first year of profitability for us,"" Lakhotia said.The company has posted a loss of around Rs 99 crore and revenue of Rs 103 crore in the financial year 2022-23. Park+ installs automatic gate barriers that facilitate entry and exit of cars in societies and commercial buildings.The company provides car cleaning, car finance, FASTag and other services to cater requirements of car owners. ""We are looking to grow our customer base by adding more services like roadside assistance, insurance services, electric vehicle charging etc that are related to cars. Later we are looking to deploy connected car services and automate every service that can ease a car owner's life,"" Lakhotia said.He said that commercial real estate partners have started bundling the company's services in cities where they operate. ""We are seeing aspirations of people even in smaller cities increasing. People in smaller towns are looking for a gated society which is driving our geographic expansion. We are seeing demand for automation in smaller cities like Gorakhpur, Bhilwara etc,"" he said.The company at present has over 700 employees. Lakhotia said that the company expects to hire 300-400 more employees to support growth of the company."
https://www.moneycontrol.com/news/business/practro-aims-profitability-next-fiscal-plans-ipo-soon-11846421.html,Practro aims profitability next fiscal; plans IPO soon,"December 03, 2023 12:31 PM IST",Practo is looking to enhance presence in smaller cities and towns and leverage AI to analyse data and provide much better analysis and outcomes in healthcare.,"Tencent-backed healthcare and diagnostics app Practo is aiming to turn profitable in next fiscal and is looking at a stock exchange listing with an initial public offering (IPO) soon, its co-founder and CEO Shashank ND said.Practo is looking to enhance presence in smaller cities and towns and leverage AI to analyse data and provide much better analysis and outcomes in healthcare.In an interview with PTI, Shashank said the startup is already cash flow positive. ""This year we will grow by a good healthy margin... Our EBITDA would have improved dramatically from last year. We will be near break-even this year and next year is when we really will be able to show significant profits."" Founded in 2008, Practo connects doctors with patients and offers several ancillary services such as telemedicine.Income from diagnostic and consulting services formed 50 per cent of the total operating revenue. In the 2022-23 fiscal (April 2022 to March 2023), the Bengaluru-headquartered firm halved its losses to Rs 93.68 crore. Revenues grew 3 per cent year-on-year to Rs 194.53 crore and Earnings before interest, taxes, depreciation, and amortization (EBITDA) improved 39 per cent.Income from diagnostic and consulting services formed 50 per cent of total operating revenue with the rest coming from subscription services, sale of software and maintenance offered to doctors and clinics. He said the company is looking at full-year profitability next fiscal, as it looks for sustainable growth, while delivering exceptional service through a full-stack model.Backed by China's Tencent and venture capital funds Peak XV Partners and Matrix Partners, it is also planning an offline presence in primary and secondary healthcare through Practo-branded clinics. ""I think that's something that we have cracked and now it's for us to continue to grow at a rapid pace,"" he said.Also on radar is a listing. ""Yes, we would like to go public. I can't give timelines but yes soon,"" he added. ""I do see the company going public soon, but I don't think there's any particular timeline for it. Two years, three years from now, we need to see.""Terming the domestic market as a priority for the company, he stated that Practo would go ""deeper into different geographies"" over the next few years.The company connects around 15 crore people annually with doctors in India with 6-7 top cities accounting for more than 50 per cent of the business.Having established itself in the big cities, the focus is now toexpand operations in Tier and Tier 3 cities and towns, Shashank stated.""We've made a lot of good progress and we've been number one with very large market share. Now we believe that the next phase is to create a more omni-channel approach where online and offline, you know, kind of go hand in hand,"" he noted.The advent of AI has really opened new possibilities in the healthcare segment to analyse a lot of data and to provide much better analysis, he said.""Even a 2 per cent improvement in quality means a life saved in healthcare. So, these are a couple of areas that you know, broadly we are really focusing on going forward,"" Shashank ND stated. He noted that the company is well capitalised and there were no immediate plans to raise funds.Practo, which has so far raised around USD 230 million in multiple funding rounds, is present in over countries, helping over 30 crore patients by connecting them with around 1.5 lakh verified doctor partners. Shashank said that the company would like to focus on strengthening its existing businesses while staying away from other verticals like diagnostics.""If you look at the private providers (segment) it is about USD 100 billion space in India. It's a very very large space. No doubt diagnostics and others have very good margins.. But I think the provider side itself is a very large space... So I think we're very comfortable staying on the provider side,"" he noted."
https://www.moneycontrol.com/news/business/ioc-raises-panipat-refinery-expansion-cost-by-10-pushes-completion-deadline-by-a-year-11846341.html,"IOC raises Panipat refinery expansion cost by 10%, pushes completion deadline by a year","December 03, 2023 12:08 PM IST","IOC is expanding its 15 million tonnes a year refinery, about 100-km north of New Delhi, to 25 million tonnes.","Indian Oil Corporation (IOC), the nation's top oil firm, has revised the estimates of cost of expanding the Panipat refinery in Haryana by 10 per cent to Rs 36,225 crore and pushed back completion deadline by more than a year to December 2025.IOC is expanding its 15 million tonnes a year refinery, about 100-km north of New Delhi, to 25 million tonnes.In a stock exchange filing, the firm said its board has approved ""revision in cost of the project for capacity expansion of Panipat Refinery from Rs 32,946 crore to Rs 36,225 crore and revision in completion schedule of the project from September 2024 to December 2025.""Besides expanding the capacity to turn crude oil into value-added fuels such as petrol, diesel and ATF, IOC is also setting up a polypropylene unit and a catalytic dewaxing unit.Polypropylene is used in packaging, plastic parts for various industries including the automotive industry, and textiles. Catalytic dewaxing is used in base oil production. IOC owns and operates nine of the country's nearly two-dozen refineries. The total capacity under its operations is 70.1 million tonnes per annum.In its latest annual report, the firm says, ""By 2026, our approved projects will significantly increase our crude oil refining capacity from the current 70.05 million tonnes per annum to 87.9 million tonnes.""In August, the company had awarded a contract to McDermott International Ltd to provide a suite of services for further expansions of olefins and polymers production at Panipat refining and chemical complex.Designed to improve operational flexibility of the refinery to help meet domestic energy demand, the Panipat capacity expansion project would increase production of petrochemicals and value-added specialty products to elevate margins and derisk IOC's company wide exposure to its conventional fuel business via addition of new units at the integrated olefins and aromatics complex.IOC's phase-two naphtha cracker unit (NCU) expansion project is expected to increase the ethylene production capacity by around 20 per cent.Besides, owning 28 per cent of the nation's oil refining capacity, IOC also owns 36,792 out of 88,248 petrol pumps in the country. IOC said its board has also approved ""procurement and installation of 4,000 fast electric vehicle chargers at an estimated capital investment of Rs 919.78 crore.""The firm is investing heavily into alternate energy sources, as part of a broader transition the country is making in pivoting away from fossil-fuels. EV charging stations are one of them. India's domestic demand for chemicals and petrochemicals is slated to nearly triple from current levels by 2040."
