Name,Sector,Link,Website,About us
TAAL Enterprises Ltd.,Aerospace & Defence,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/taalenterprises/TAA01,http://www.taalent.co.in,"TAAL Tech is a dynamic, trusted global technology company providing excellence in Engineering and Digitalization services to customers in the United States, Canada, Europe, Middle East, and APAC regions. Our proficiency lies in empowering customers to craft and execute strategy for Engineering Design outsourcing. 90% of our business comes from repeat customers, who have chosen us as their go-to-partner for all Design-led Engineering Transformation initiatives. Our unwavering commitment revolves around delivering enduring advantages to clients, fueling their strategic edge through unparalleled quality, agility, innovation, and cost optimization.
Our engagement models are spread across 3 categories. We can set-up large offshore-India Design Centers (IDC) and High Value Engineering Centers (HVEC) to extend industry-specific niche capability support. You can also get access to our strategic value-driven global pool of domain specialists in the form of Centers of Expertise (CoE). In addition, we are committed to investing in the right talents and help bridge specific skill gaps in your project with our Talent as a Service offering."
Taneja Aerospace and Aviation Ltd.,Aerospace & Defence,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tanejaaerospaceaviation/TAA,http://www.taal.co.in,"Taneja Aerospace & Aviation Ltd (TAAL) is engaged in the manufacture of general aviation i.e. non-military aircraft.While TAAL continues to manufacture Light Transport and Trainer Aircraft, the company has since diversified their activities and has established a significant presence in many segments of the aviation and aeronautical industries in India.TAAL has three distinct Business Divisions, namely,Aerostructures Division-This business has evolved from the initial business of the company, which was to manufacture the Partenavia P68C, six seat, twin-engine aircraft in India.The company currently manufactures aero structures for Hindustan Aeronautics Limited (HAL), Indian Space Research Organization (ISRO), National Aerospace Laboratories (NAL) Aeronautical Development Establishment (ADE), and Number of modifications on Indian Navy and Air force Helicopters and Aircraft.Airfield & MRO Division:-TAAL has entered into an Airfield & MRO Division facility agreement with Air Works India (Engg) for establishment of commercial Aircraft Maintenance and Operating Airfield & MRO Division services at TAALs private airfield (Licensed) at Hosur, near Bangalore. .The company also in the business segment of Aviation, Charter Business, Trading of Electrical Goods."
Agri-Tech (India) Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/fertilisers/agri-techindia/ATI02,http://www.agri-tech.in,"Agri-Tech (India) Ltd was incorporated on 19th October, 1994 under the Companies Act, 1956 with Registrar of companies, Gujarat at Ahmedabad as AGRITECH (INDIA) LIMITED and has obtained Certificate of Incorporation No. 04-23336 of 1994-95 issued by Registrar of Companies, Gujarat. The Company obtained the certificate of commencement of business on 16th December, 1994."
Beeyu Overseas Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/food-processing/beeyuoverseas/BO01,http://www.beeyuoverseas.in,"Beeyu Overseas Ltd is engaged in the of manufacturing of orthodox and CTC tea. Besides this, the company is also engaged in packaging and blending of tea and export of tea and coffee that is procured from Tata Coffee. Further, the company also exports rice, wheat, sesame seed and other agro-based commodities."
Bombay Burmah Trading Corporation Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/bombayburmahtradingcorporation/BBT,http://www.bbtcl.com,"Bombay Burmah Trdg Corpn.Ltd is a reputed Indian business house with interests in plantations, foods, textiles, chemicals, laminates, electronics and light engineering, healthcare and real estate.The company`s trade interests lies in a variety of products like Tea Plantation,Coffee Plantation,Rubber & Pepper Plantation,Decoratives & Industrial Laminates,Springs,Weighing Products ,laminate products, dental products, springs, opthalmic products, weighing products, orthopaedic products and auto electrical components .The company also engagged in the business of Dental Products, Weighing Products, Plantation Products, Auto Ancillary Products."
Camson Seeds Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/camsonseeds/CS22,https://www.camsonseedslimited.in,"Camson is committed to ensure a healthy and disease free society by addressing the requirement of safe food.

Camson has entrapped the power of microbial Seedsnology through its innovation to develop world class products for plant protection and plant growth, which are absolutely safe & effective.

Camson is a pioneer in developing the novel microbial products of high quality for sustainable agriculture.

The company’s focus is on research, development and production of microbial products. Camson’s main research & development centre located at Bangalore, is spread across an area of 55 acres of land, with a modern research facility over 40,000 square feet built up area.

Camson has research operations in its regional research centers located in Telangana, Andhra Pradesh, Uttar Pradesh, Himachal Pradesh and Gujarat.

Camson R & D is recognized by DSIR (Department of Scientific and Industrial Research) Government of India

Camson’s range of unique products include – bioinsecticides, biofungicides, plant growth promoters and stimulants, Natural fertilizers, biofertilizers, biochelated micronutrients, and many more.

An advantage with Camson’s products has been novel, multiple modes of action of the products which helps to combat resistance development in insects & pathogens.

All the products are organically certified by CONTROL UNION and ECOCERT.

Camson has a library of over 75,000 potent microorganisms culture collection .

Camson as pioneer in the microbial technology in India has been recognized and rewarded for its innovation and fast development by many organizations, Institutes in India.

Deloitte has recognized Camson as one the fastest growing Seedsnology companies in Asia Pacific.

In our Group Companies we have:

Camson Seeds Ltd is engaged in research, development and marketing of high quality vegetable hybrid seeds.

Camson Agri Ventures is engaged in contract production, processing of IQF fruits and vegetables for national and International markets.
"
Dhunseri Tea & Industries Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/dhunseriteaindustries/DTI03,http://www.dhunseritea.com,"Dhunseri Tea and Industries Ltd. is engaged in tea production. It provides packaging and blending units are located in Dhunseri Tea Estate (Assam) and at Jaipur (Rajasthan). The company was incorporated in 1997 and is based in Kolkata, West Bengal."
Diana Tea Company Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/dianateacompany/DTC,http://www.dianatea.in,"Diana Tea Company Ltd is a tea-producing company.The company supplies tea in markets like Haryana, Rajasthan, Punjab, Uttar Pradesh, Gujarat, Bihar, Maharashtra and Madhya Pradesh. The company has entered the packet tea segment to be sold throughout North India through their distributor network. They have also entered the dipping tea bag segment and have installed vending machines in reputed corporate houses of Kolkata.The products of the company include Packet Tea,Bulk Tea,Dipping Tea Bags & Wooden Keddies which is ideal for gifting purposes, complimentary gifts and for general retail sales."
Eco Friendly Food Processing Park Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/food-processing/ecofriendlyfoodprocessingpark/EFF,http://www.ecofriendlyfood.in,"Eco Friendly Food Processing Park Ltd is India`s leading manufacturing of wheat, rice, pulses and vegetables. The company has marked a significant growth in agriculture industry. They have been continuously raising the bar in competence and gaining recognition as a leader and innovator in Indian agriculture industry. They are largest producers of wheat, rice, pulse and vegetables in India. They are located in New Delhi."
Florence Investech Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/finance-investments/florenceinvestech/JKA02,http://www.florenceinvestech.co.in,"Florence Investech Ltd in the investment activities in India. The company was formerly known as JK Agri Genetics Limited. They were incorporated in 1993 and is based in New Delhi, India."
Goodricke Group Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/goodrickegroup/GG02,http://www.goodricke.com,"Goodricke Group Ltd grows, cultivates, manufactures, treats, blends, processes, buys, sells and deals in tea in various forms.The company`s product range includes Bulk Teas - CTC and Orthodox teas from the Dooars, Darjeeling and Assam gardens are sold in bulk form packed in paper sacks, jute bags or tea chests.Instant tea - The Goodricke Group developed the concept of instant tea from green leaf at its research and development centre for four years before setting up the worlds first integrated Instant Tea Plant at Aibheel Tea Garden in the Dooars.Their diversified brands are:Castleton Caddy,Goodricke Premium CTC leaf,Badamtam Chestlet,Goodricke Perfect,Badamtam Sencha Green Tea Caddy,Goodricke Fine Estate Tea Bags,Green Tea Carton,Goodricke CTC  Leaf & Dust,Thurbo Carton,Zabardast  Leaf & Dust,Margarets Hope Caddy,Gold Estate Carton  Leaf,Premium Darjeeling Carton,Nakshatra Carton  Dust,Special Darjeeling  Roasted Jar,Three-in-one Pinewood Chestlet and Three-in-one Metal Caddy."
Harrisons Malyalam Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/harrisonsmalyalam/HM02,http://www.harrisonsmalayalam.com,"Harrisons Malayalam Ltd is primarily engaged in production of tea. The company also has business interests in areas of rubber, spices and horticulture crops, tissue culture, engineering and services and clearing and shipping..The company also in the business segment of Tea, Rubber, Engineering."
HPC Biosciences Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/food-processing/hpcbiosciences/HB02,http://www.hpcbiosciences.com,"HPC Biosciences Ltd is India`s leading manufacturing of wheat, rice, pulses and vegetables. They have marked a significant growth in agriculture industry. They operate one of the largest agriculture unit in India, at Pantnagar(Kichha), Udham Singh Nagar in Uttaranchal, a state in northern India. A pioneer and market leader in the agriculture industry, the company is among the largest producers of wheat, rice, pulse and vegetables in India."
Indo US Bio-Tech Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indousbio-tech/IUB,http://www.indousagriseeds.com,"Unsure of best seeds varieties for your business ? Want to know what are the newest and best qualitative and high yielding product? then you have come to the right place.

INDO US BIO-TECH LIMITED An ISO 9001-2008 company is involved in crop research & development throw breeding, production of seeds, processing, packing and marketing of high performing hybrid and open pollinated varieties of agricultural crops. (seed testing, soil & water testing).

INDO US BIO-TECH LIMITED consider (I) its R&D, which confers competitive advantages to the farmers, and (ii) its scientific activities, as the key success factors in developing and commercializing several superior hybrids. The R&D centre of INDO US BIO-TECH LIMITED has been accorded recognition by the department. We got certification of registration as seed importer from ""NATIONAL SEEDS CORPORATION LTD."" We have got approval from DSIR (Department of Scientific & Industrial Research) New Delhi for research & development programme which is held at our R&D centre.R & D is focused to meet the requirement of farmers, markets and agro-industries to provide cost –effective technologies. The company consistently focuses on the changing preferences and needs of farmers, adding value to its products, and cautiously addressing the environmental concerns. INDO US BIO-TECH LIMITED believes In increasing the productivity by using methods that are environmentally compatible and economically sound by integrating new technological developments like biotechnology and genetic engineering with conventional plant breeding methods.

The company has placed major emphasis on genetic enhancement programmes in order to develop trait-specific germplasm and to integrate biotechnology programmes to speed up and support conventional breeding programmes to deliver definite performing products. INDO US BIO-TECH LIMITED have created a wealth of germplasm through its in-house research programmes which are used to developed tailor–made hybrids. The organization has also developed a massive, systematic national trials network in different agro–climatic zones of India to test the adaptability and suitability of the newly developed products.

INDO US BIO-TECH LIMITED is engaged in multi-disciplinary crop improvement research programmes. The R & D team includes plant breeders, crop protection specialists, agronomists, seed technologists, biotechnologists and physiologists. INDO US BIO-TECH LIMITED human capital is highly qualified, competent, dedicated and experienced. INDO US BIO-TECH LIMITED as a policy focuses on products and development activities that are likely to have practical market uses, create significant market value, command best prices and capture leading market share locally and globally. INDO US BIO-TECH LIMITED have directed its focus on developing in-house biotech products for virus resistance, nutritional quality and storage quality for different crops."
JK Agri Genetics Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/fertilisers/jkagrigenetics/JKA03,http://www.jkagri.com,"JK Agri Genetics Ltd.(JKAL), is a leading seed company established in 1989 with its headquarters at Hyderabad, Andhra Pradesh(India). JKAL is one of the pioneers in the Indian seed industry committed to serve farming community. JKAL is engaged in research and development, production, processing and marketing of Cotton, Maize, Paddy, Pearl Millet, Sorghum , Sunflower, Castor, Mustard, Wheat, Sorghum Sudan grass, Fodder beet, Tomato, Okra, Chillies and other vegetable seeds."
Kanel Industries Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/edible-oils-solvent-extraction/kanelindustries/KOE02,http://www.kanel.in,Kanel Oil & Export Inds. Ltd is engaged in the business of processing castor seeds to manufacture castor oil and castor de-oiled cakes.
Kaveri Seed Company Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kaveriseedcompany/KSC01,http://www.kaveriseeds.in,"Kaveri Seed Co Ltd is an India-based company. The Company is an integrated provider of farm solutions focusing on hybrid seeds, micro-nutrients, such as soil enhancers and organic fungicides/pesticides, and vegetables/ herbs for the domestic and export markets. The Company operates in two segments: seed division and micro nutrients division. The seed division includes field crops, which include corn, rice, and jowar and vegetables, which include tomato, bitter gourd and ridge gourd. The micro nutrients division provides micro-nutrients and organic bio-pesticides /fungicides. In November 2011, the Company incorporated a wholly owned subsidiary company, Kexveg India Private Limited..The company also engagged in the business of Seeds Division, Microteck Division."
KGN Enterprises Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/vanaspati-oils/kgnenterprises/KGN02,http://www.kgnenterprises.com,"KGN Enterprises Ltd. a professionally managed enterprise is engaged in manufacturing and supplying of Castor Oil Derivatives, castor cakes and castor seeds. With our precise business ethics, our business regime is recognized all over the globe.Determining new skills & putting them to work has always been the keystone of our actions. It is positioned on the state-of-the-art research center in India today, committed exclusively to the development of castor oil based products & their relevance"
Mangalam Seeds Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mangalamseeds/MS18,http://www.mangalamseeds.com,"Mangalam Seeds Ltd. is engaged in manufacturing and supplying of seeds. Its products include cotton, groundnut, psyllium, moong, red gram, castor, sesame, bajra, mustard and fennel. It also engaged in research and development of seeds and to advise farmer to solve the problem related to crop production. The company was incorporated in 2011 and is based in Ahmadabad, Gujarat."
Nagarjuna Agritech Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nagarjunaagritech/NA03,http://nagarjunaagritechlimited.com,"Nagarjuna Agri Tech Ltd is engaged in the manufacturing, processing, extracting, trading, importing, exporting and dealing with all kinds of ayurvedic and herbal medicines, horticulture, floriculture, etc."
Nath Bio-Genes Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nathbio-genes/NBG,http://www.nathbiogenes.com,"Nath Bio-Genes (India) Ltd is the leading producer of wheat seeds, mustard seeds, paddy seeds, bajra seeds and maize seeds from Maharasthra.The company also in the business segment of Trading Activity, Agriculture Activities."
Natura Hue Chem Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/naturahuechem/NHC,http://www.naturahuechem.com,"Natura Hue Chem Ltd was incorporated in the year 1995. The company is engaged in organic farming of Turmeric, Chilli, and Ginger. The company is based in Raipur, India. The company has also diversified into the power sector. It is planning to establish a manufacturing unit at Kathua, Jammu & Kashmir, for electrical components and spares like CRGO lamination core that is basically used in power distribution products. The company has identified land for its proposed unit. In 2007, Natura Hue Chem had entered into a MoU with Arya Electricals for its requirement of CRGO Laminate."
Neelamalai Agro Industries Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/neelamalaiagroindustries/NAI02,http://www.neelamalaiagro.com,"Neelamalai Agro Inds. Ltd is engaged in managing their own tea plantations and producing, manufacturing and marketing tea.The company has three tea gardens, namely Katary, Sutton and Bhawani."
Omega Ag-Seeds (Punjab) Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/omegaag-seedspunjab/OAS,http://www.omegaagseeds.com,"Omega Ag-Seeds (Punjab) Ltd was established in 1992 at Chandigarh as base station for operations. Presently the Company is into Agricultural seeds business. In the quest to outgrow itself the Company laid downs its strategies to foray in to Aquaculture, Green house based agriculture and Horticulture for production of high quality vegetables, fruits for exports as a part of its diversification. They are located in Hyderabad, Andhra Pradesh."
Raghuvansh Agrofarms Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/food-processing/raghuvanshagrofarms/RA07,http://www.raghuvanshagro.com,"Raghuvansh Agrofarms Ltd. is engaged in providing agricultural and dairy products. It produces organic vegetables, organic grains and cereals, cow and buffalo milk and dairy products. It is also engaged in providing vermicompost, organic wheatgrass, organic fertilizers and ornamental and indoor plants. The company was founded in 1995 and is based in Kanpur, Uttar Pradesh."
Satyam Silk Mills RE Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/agriculture/satyamsilkmillsre/SSM04,https://www.satyamsilkmill.com/,Satyam silk mill is manufacturing the silk in india in new company in india listed on 2022 on bse and its based on agriculture industry.
Shree Ganesh Biotech (India) Ltd Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shreeganeshbiotechindialtd/SGB,http://www.shreeganeshbiotech.club,"Shree Ganesh Bio-Tech (India) Ltd is the exporter, trader, distributer and supplier of agro product -potato, paddy seed & medical plantation of stegia & white musli, cashews, canned food. They are located in Kolkata, west Bengal."
Shri Vasuprada Plantations Ltd.,Agriculture,https://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/shrivasupradaplantations/JTI03,http://www.joonktolleetea.in,"Joonktollee Tea & Industries Ltd is aleader in producing quality teas.Apart from tea the company also deals in other plantation crops, viz., coffee, pepper, cardamom, areca, vanilla etc..The company also in the business activities of Tea, Rubber, Coffee."
